['Time':2016-07-25 00:41:42,'Commit:'onlineDuration]{5418}
['Time':2016-07-25 00:42:14,'Commit:'onlineDuration]{0}
['Time':2016-07-25 00:42:18,'Commit:'onlineDuration]{0}
['Time':2016-07-25 00:45:45,'Commit:'onlineDuration]{136.5}
['Time':2016-07-25 00:47:23,'Commit:'onlineDuration]{45.5}
['Time':2016-07-25 00:48:27,'Commit:'onlineDuration]{0}
['Time':2016-07-25 19:38:57,'Commit:'onlineDuration]{1778}
['Time':2016-07-25 19:46:44,'Commit:'onlineDuration]{343}
['Time':2016-07-25 19:47:09,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:08:14,'Commit:'onlineDuration]{420}
['Time':2016-07-25 22:08:16,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:08:22,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:11:42,'Commit:'onlineDuration]{210}
['Time':2016-07-25 22:29:58,'Commit:'onlineDuration]{1260}
['Time':2016-07-25 22:30:16,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:30:36,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:32:50,'Commit:'onlineDuration]{140}
['Time':2016-07-25 22:33:30,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:50:00,'Commit:'onlineDuration]{1120}
['Time':2016-07-25 22:51:11,'Commit:'onlineDuration]{70}
['Time':2016-07-25 22:51:42,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:53:21,'Commit:'onlineDuration]{70}
['Time':2016-07-25 22:53:30,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:57:41,'Commit:'onlineDuration]{280}
['Time':2016-07-25 22:58:27,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:59:09,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:59:18,'Commit:'onlineDuration]{0}
['Time':2016-07-25 22:59:48,'Commit:'onlineDuration]{0}
['Time':2016-07-25 23:01:42,'Commit:'onlineDuration]{70}
['Time':2016-07-25 23:01:48,'Commit:'onlineDuration]{0}
['Time':2016-07-25 23:03:12,'Commit:'onlineDuration]{70}
['Time':2016-07-25 23:37:10,'Commit:'onlineDuration]{2380}
