['Time':2016-06-19 01:35:31,'Commit:'onlineDuration]{2100}
['Time':2016-06-19 02:26:06,'Commit:'onlineDuration]{2758}
['Time':2016-06-19 10:54:10,'Commit:'onlineDuration]{105}
['Time':2016-06-19 10:54:25,'Commit:'onlineDuration]{}
['Time':2016-06-19 10:54:29,'Commit:'onlineDuration]{}
['Time':2016-06-19 11:22:48,'Commit:'onlineDuration]{1351}
['Time':2016-06-19 12:40:33,'Commit:'onlineDuration]{}
['Time':2016-06-19 13:46:01,'Commit:'onlineDuration]{1165.5}
['Time':2016-06-19 18:20:01,'Commit:'onlineDuration]{1960}
['Time':2016-06-19 18:20:36,'Commit:'onlineDuration]{}
['Time':2016-06-19 18:20:51,'Commit:'onlineDuration]{}
['Time':2016-06-19 18:23:36,'Commit:'onlineDuration]{70}
['Time':2016-06-19 18:24:04,'Commit:'onlineDuration]{}
['Time':2016-06-19 18:24:15,'Commit:'onlineDuration]{}
['Time':2016-06-19 18:29:28,'Commit:'onlineDuration]{175}
['Time':2016-06-19 18:33:25,'Commit:'onlineDuration]{105}
['Time':2016-06-19 19:00:04,'Commit:'onlineDuration]{910}
['Time':2016-06-19 21:51:54,'Commit:'onlineDuration]{1449}
['Time':2016-06-19 22:32:47,'Commit:'onlineDuration]{350}
['Time':2016-06-19 22:35:47,'Commit:'onlineDuration]{140}
['Time':2016-06-19 22:36:04,'Commit:'onlineDuration]{}
['Time':2016-06-19 22:36:08,'Commit:'onlineDuration]{}
['Time':2016-06-19 22:47:58,'Commit:'onlineDuration]{770}
['Time':2016-06-19 22:48:03,'Commit:'onlineDuration]{}
['Time':2016-06-19 22:50:55,'Commit:'onlineDuration]{210}
['Time':2016-06-19 22:55:57,'Commit:'onlineDuration]{350}
['Time':2016-06-19 22:58:34,'Commit:'onlineDuration]{}
['Time':2016-06-19 22:59:19,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:00:11,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:00:22,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:00:33,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:01:01,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:01:06,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:01:35,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:01:39,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:04:37,'Commit:'onlineDuration]{140}
['Time':2016-06-19 23:05:17,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:05:22,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:05:26,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:08:48,'Commit:'onlineDuration]{210}
['Time':2016-06-19 23:09:01,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:09:10,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:09:25,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:09:35,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:09:59,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:12:35,'Commit:'onlineDuration]{140}
['Time':2016-06-19 23:12:51,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:13:00,'Commit:'onlineDuration]{}
['Time':2016-06-19 23:15:27,'Commit:'onlineDuration]{140}
